"service","category","code","type","status","title","description","moc_url"
"Navy","Enlisted","AWF","RATING","Active","Naval Aircrewman Mechanical","Aviation Warfare Systems Operators (AW) perform general flight crew duties; operate various USW and non-USW related sensor systems to extract, analyze and classify data obtained; perform specified preflight, inflight and postflight operations in a multitude of Naval aircraft serving Anti-surface, USW, Mine countermeasures, Electronic, Counter narcotics, and Land and Sea rescue Warfare missions; perform diagnostic functions using manual and computer aided techniques to effect fault isolation and optimize system performance; operate tactical support center systems to analyze and classify USW and non-USW data; assist in aircrew briefing and debriefing; and provide data base information to the Tactical Commander for use in prescribing mission objectives and tactics. ",NULL
"Navy","Enlisted","AWO","RATING","Active","Naval Aircrewman Operator","Aviation Warfare Systems Operators (AW) perform general flight crew duties; \
operate various USW and non-USW related sensor systems to extract, analyze and classify data obtained; perform specified preflight, inflight and postflight operations in a multitude of Naval aircraft serving Anti-surface, USW, Mine countermeasures, Electronic, Counter narcotics, and Land and Sea rescue Warfare missions; perform diagnostic functions using manual and computer aided techniques to effect fault isolation and optimize system performance; operate tactical support center systems to analyze and classify USW and non-USW data; assist in aircrew briefing and debriefing; and provide data base information to the Tactical Commander for use in prescribing mission objectives and tactics.\
\
",NULL
"Navy","Enlisted","AWR","RATING","Active","Naval Aircrewman Tactical Helicopter","Aviation Warfare Systems Operators (AW) perform general flight crew duties; operate various USW and non-USW related sensor systems to extract, analyze and classify data obtained; perform specified preflight, inflight and postflight operations in a multitude of Naval aircraft serving Anti-surface, USW, Mine countermeasures, Electronic, Counter narcotics, and Land and Sea rescue Warfare missions; perform diagnostic functions using manual and computer aided techniques to effect fault isolation and optimize system performance; operate tactical support center systems to analyze and classify USW and non-USW data; assist in aircrew briefing and debriefing; and provide data base information to the Tactical Commander for use in prescribing mission objectives and tactics.",NULL
"Navy","Enlisted","AWS","RATING","Active","Naval Aircrewman Helicopter","Aviation Warfare Systems Operators (AW) perform general flight crew duties; operate various USW and non-USW related sensor systems to extract, analyze and classify data obtained; perform specified preflight, inflight and postflight operations in a multitude of Naval aircraft serving Anti-surface, USW, Mine countermeasures, Electronic, Counter narcotics, and Land and Sea rescue Warfare missions; perform diagnostic functions using manual and computer aided techniques to effect fault isolation and optimize system performance; operate tactical support center systems to analyze and classify USW and non-USW data; assist in aircrew briefing and debriefing; and provide data base information to the Tactical Commander for use in prescribing mission objectives and tactics. ",NULL
"Navy","Enlisted","AWV","RATING","Active","Naval Aircrewman Avionics","Aviation Warfare Systems Operators (AW) perform general flight crew duties; operate various USW and non-USW related sensor systems to extract, analyze and classify data obtained; perform specified preflight, inflight and postflight operations in a multitude of Naval aircraft serving Anti-surface, USW, Mine countermeasures, Electronic, Counter narcotics, and Land and Sea rescue Warfare missions; perform diagnostic functions using manual and computer aided techniques to effect fault isolation and optimize system performance; operate tactical support center systems to analyze and classify USW and non-USW data; assist in aircrew briefing and debriefing; and provide data base information to the Tactical Commander for use in prescribing mission objectives and tactics.",NULL
"Navy","Enlisted","AZ","RATING","Active","Aviation Maintenance Administrationman","Perform technical, managerial, and support duties required by the Naval Aviation Maintenance Program: Plan, program, and coordinate scheduled and unscheduled maintenance tasks and the incorporation of changes and modifications on/to aircraft and equipment; operate and manage the Naval Aviation Logistics Command Management Information System (NALCOMIS) data base reports; analyze data pertaining to the history, operation, maintenance, configuration, receipt, and transfer of naval aircraft and related aeronautical equipment. Prepare reports and correspondence; determine requirements for requisition and control issue of change kits; requisition departmental instructions, forms, and technical data; organize, maintain, and operate technical libraries; perform other duties as required when attached to organizational, intermediate, and depot maintenance activities or aviation staff commands.",NULL
"Navy","Enlisted","BM","RATING","Active","Boatswain's Mate","Train, direct, and supervise personnel in ship's maintenance duties in all activities relating to marlinespike, deck, boat seamanship, painting, upkeep of ship's external structure, rigging, deck equipment, and boats; take charge of working parties; perform seamanship tasks; act as petty officer-in-charge of picketboats, self-propelled barges, tugs, and other yard and district craft; maintain discipline as master-at-arms and police petty officers; serve in, or take charge of, guncrews or damage control parties; and operate and maintain equipment used in loading and unloading cargo, ammunition, fuel, and general stores.",NULL
"Navy","Enlisted","BU","RATING","Active","Builder","Build and repair wood, concrete and masonry structures; performs rough, finished carpentry, and masonry; install sheet rock, paneling, ceramic tile, millwork, trim, and perform paint and preservation; build forms, mixes, places, and finishes concrete for various types of projects; operate and maintain carpentry and cabinet making shops; build and repair waterfront structures; make estimates for materials and labor for construction projects; and maintain individual combat readiness and perform tasks required in combat and disaster preparedness or recovery operations.",NULL
"Navy","Enlisted","CE","RATING","Active","Construction Electrician","Install and repair interior wiring; overhead and underground primary and secondary distribution systems; setup, operate and service electrical equipment; climb poles and towers utilizing lineman's equipment; attach and service electrical equipment, (i.e. transformers, switching equipment, motors, motor controllers, controls and electrical system) perform tasks required in combat and disaster preparedness or recovery operations.",NULL
"Navy","Enlisted","CM","RATING","Active","Construction Mechanic","Perform tasks involved in maintenance, repair and overhaul of automotive, materials handling and construction equipment; assign and supervise activities of assistants who locate, analyze and correct malfunctions in equipment and issue repair parts; maintain records; prepare requisitions and reports; train assistants in repair procedures and techniques; maintain individual combat readiness and perform tasks required in combat and disaster preparedness or recovery operations.",NULL
"Navy","Enlisted","CMC","RATING","Active","Command Master Chief","Senior enlisted leaders, who report directly to their respective Commanders/Commanding Officers. They participate in formulating and implementing policies concerning morale, welfare, job satisfaction, discipline, utilization, and training of Navy enlisted personnel. By reporting directly to their Commanders, the FLTMCs, FORMCs, CNOMCs, and CMDMCs/CMCs keep their chain of command aware and informed of sensitive and current issues. Authority and responsibilities of a Fleet, Force, CNO-Directed, or Command Master Chief shall include, but are not limited to the following: a. Maintain and promote effectiveness and efficiency of the chain of command. b. Assist Commander/Commanding Officer in all matters pertaining to welfare, health, job satisfaction, morale, utilization, and training of enlisted personnel in order to promote traditional standards of good order and discipline. c. Advise Commander/Commanding Officer on formulation and implementation of changes in policy pertaining to enlisted personnel. d. Attend meetings as directed by Commander/Commanding Officer to keep apprised of current issues and provide a representative enlisted input. e. Participate in ceremonies honoring command members including all reenlistment and award ceremonies. f. When appropriate, represent or accompany Commander/Commanding Officer to official functions, inspections, and conferences. g. Participate in receptions and hosting of official visitors to the command. h. Upon invitation, and as approved by the Commander/Commanding Officer, represent the command and the Navy at community and civic functions. i. Other duties include chairing, coordinating, monitoring of, and participating in the following: (1) Command orientation/indoctrination division. (2) Command sponsor program. (3) CPO/PO indoctrination courses. (4) Enlisted warfare qualifications program. (5) Professional development board. (6) Command retention team. (7) Awards board (considering enlisted personnel). (8) CPO",NULL
"Navy","Enlisted","CMD","RATING","Active","Command Master Chief Petty Officer","Senior enlisted leaders, who report directly to their respective Commanders/Commanding Officers. They participate in formulating and implementing policies concerning morale, welfare, job satisfaction, discipline, utilization, and training of Navy enlisted personnel. By reporting directly to their Commanders, the FLTMCs, FORMCs, CNOMCs, and CMDMCs/CMCs keep their chain of command aware and informed of sensitive and current issues. Authority and responsibilities of a Fleet, Force, CNO-Directed, or Command Master Chief shall include, but are not limited to the following: a. Maintain and promote effectiveness and efficiency of the chain of command. b. Assist Commander/Commanding Officer in all matters pertaining to welfare, health, job satisfaction, morale, utilization, and training of enlisted personnel in order to promote traditional standards of good order and discipline. c. Advise Commander/Commanding Officer on formulation and implementation of changes in policy pertaining to enlisted personnel. d. Attend meetings as directed by Commander/Commanding Officer to keep apprised of current issues and provide a representative enlisted input. e. Participate in ceremonies honoring command members including all reenlistment and award ceremonies. f. When appropriate, represent or accompany Commander/Commanding Officer to official functions, inspections, and conferences. g. Participate in receptions and hosting of official visitors to the command. h. Upon invitation, and as approved by the Commander/Commanding Officer, represent the command and the Navy at community and civic functions. i. Other duties include chairing, coordinating, monitoring of, and participating in the following: (1) Command orientation/indoctrination division. (2) Command sponsor program. (3) CPO/PO indoctrination courses. (4) Enlisted warfare qualifications program. (5) Professional development board. (6) Command retention team. (7) Awards board (considering enlisted personnel). (8) CPO",NULL
"Navy","Enlisted","CNO","RATING","Active","CNO - Directed Command Master Chief","Senior enlisted leaders, who report directly to their respective Commanders/Commanding Officers. They participate in formulating and implementing policies concerning morale, welfare, job satisfaction, discipline, utilization, and training of Navy enlisted personnel. By reporting directly to their Commanders, the FLTMCs, FORMCs, CNOMCs, and CMDMCs/CMCs keep their chain of command aware and informed of sensitive and current issues. Authority and responsibilities of a Fleet, Force, CNO-Directed, or Command Master Chief shall include, but are not limited to the following: a. Maintain and promote effectiveness and efficiency of the chain of command. b. Assist Commander/Commanding Officer in all matters pertaining to welfare, health, job satisfaction, morale, utilization, and training of enlisted personnel in order to promote traditional standards of good order and discipline. c. Advise Commander/Commanding Officer on formulation and implementation of changes in policy pertaining to enlisted personnel. d. Attend meetings as directed by Commander/Commanding Officer to keep apprised of current issues and provide a representative enlisted input. e. Participate in ceremonies honoring command members including all reenlistment and award ceremonies. f. When appropriate, represent or accompany Commander/Commanding Officer to official functions, inspections, and conferences. g. Participate in receptions and hosting of official visitors to the command. h. Upon invitation, and as approved by the Commander/Commanding Officer, represent the command and the Navy at community and civic functions. i. Other duties include chairing, coordinating, monitoring of, and participating in the following: (1) Command orientation/indoctrination division. (2) Command sponsor program. (3) CPO/PO indoctrination courses. (4) Enlisted warfare qualifications program. (5) Professional development board. (6) Command retention team. (7) Awards board (considering enlisted personnel). (8) CPO",NULL
"Navy","Enlisted","CS","RATING","Active","Culinary Specialist","Operate and manage Navy messes and living quarters established to subsist and accommodate Naval personnel; estimate quantities and kinds of foodstuffs required; assist Supply Officer in ordering and stowage of subsistence items and procurement of equipment and mess gear; check delivery for quantity and assist medical personnel in inspection for quality; prepare menus; plan, prepare, and serve meals; maintain food service spaces and associated equipment in a clean and sanitary condition, including storerooms and refrigerated spaces; maintain records of financial transactions and submit required reports; and maintain, oversee, and manage quarters afloat and ashore.",NULL
"Navy","Enlisted","CT","RATING","Active","Cryptologic Technician","Cryptologic Technicians perform a variety of specialized duties associated with the collection and processing of airborne, shipborne, and land-based radar signals. They operate electronic intelligence receiving and direction finding systems, digital recording devices, analysis terminals, and associated computer equipment. Systems they operate produce high-power jamming signals used to deceive electronic sensors and defeat radar guided weapons systems. Additionally, intelligence derived from collection and processing update national databases which are crucial to tactical and strategic units throughout the world.",NULL
"Navy","Enlisted","CTI","RATING","Active","Cryptologic Technician Interpretative","Translate, interpret, and transcribe foreign languages; operate sophisticated computer-assisted information systems; prepare technical reports and statistical studies requiring foreign language skills; and provide language-related analysis and guidance to the fleet (air, surface, and subsurface) in support of national security requirements.",NULL
"Navy","Enlisted","CTM","RATING","Active","Cryptologic Technician Maintenance","Perform maintenance on electrical and electronic equipment used for communications, distortion analysis, tracking, recognition, and identification; troubleshoot, adjust, repair or replace electrical, and electronic equipment, subassemblies, and components; test, troubleshoot, and repair digital interfaces and data systems; prepare reports; and perform inspections and inventories of assigned equipment.",NULL
"Navy","Enlisted","CTN","RATING","Active","Cryptologic Technician Networks","Cryptologic Technicians (Networks) (CTN) monitor, identify, collect and analyze information; provide data for digital network products; and conduct computer network operations worldwide to support Navy and Department of Defense national and theater level missions. Duties include, but are not limited to, network target development; Indications and Warning (I&W); Attack Sensing and Warning (AS&W); network, software and forensic analysis; and Computer Network Defense (CND) operations.",NULL
"Navy","Enlisted","CTR","RATING","Active","Cryptologic Technician Collection","Cryptologic Technicians (Collection) (CTR) operate state-of-the-art computer systems to conduct Information Operations; collect, analyze and exploit signals of interest to identify, locate and report worldwide threats; control and safeguard access to classified material and information systems; and provide tactical and strategic signals intelligence, technical guidance, and information warfare support to surface, subsurface, air, special warfare units, and national consumers to maintain information dominance.",NULL
"Navy","Enlisted","CTT","RATING","Active","Cryptologic Technician Technical","Operate non-morse receiving, direction finding, recording, and related computer equipment; operate sophisticated, state-of-the-art, electronic equipment, magnetic or digital recording devices, computer terminals, and associated peripherals; perform a variety of duties associated with computer equipment, video display terminals, computer interface consoles and non-morse communications systems; maintain classified files and technical documents with highly classified and technical material; and provide analysis and technical support to the fleet (air, surface, and subsurface) in support of national security requirements.",NULL
"Navy","Enlisted","CU","RATING","Active","Master Chief Constructionman","This is a 'Capper' rating that exists only at the E9 level and is fed from multiple ratings.",NULL
"Navy","Enlisted","DC","RATING","Active","Damage Controlman","Perform organizational and intermediate level maintenance and repair of damage control equipment and systems; plan, supervise, and perform tasks necessary for damage control, ship stability, preservation of watertight integrity, fire fighting, and chemical, biological and radiological (CBR) warfare defense; instruct and coordinate damage control parties; instruct personnel in the techniques of damage control and CBR defense; supervise and perform tasks in procurement and issuance of supplies and repair parts; prepare records and reports.",NULL
"Navy","Enlisted","EA","RATING","Active","Engineering Aid","Plan, supervise and perform tasks required in construction surveying, construction drafting, planning and estimating and quality control; prepare progress reports, time records, construction schedules and material and labor estimates; establish/operate a basic quality control system for testing soils, concrete and bituminous materials; prepare, edit and reproduce construction drawings; make control surveys, performing such tasks as running and closing traverses, staking out for excavations and obtaining and converting field notes into topographic maps; maintain individual combat readiness and perform tasks required in combat and disaster preparedness or recovery operations.",NULL
"Navy","Enlisted","EM","RATING","Active","Electrician's Mate","Stand watch on generators, switchboards, control equipment and electrical equipment; operate and perform organizational and intermediate maintenance on power and lighting circuits, electrical fixtures, motors, generators, voltage and frequency regulators, controllers, distribution switchboards and other electrical equipment; test for short circuits, ground or other casualties; and rebuild electrical equipment, including solid state circuitry elements, in an electrical shop.",NULL
"Navy","Enlisted","EM(NUC)","RATING","Active","Electrician's Mate (Nuclear)","Nuclear-trained MMs perform duties in nuclear propulsion plants operating reactor control, propulsion and power generation systems. The character of NF jobs is mentally stimulating and offers career growth. The NF provides opportunities to work closely with specialists in the nuclear, technology, and engineering fields. ",NULL
"Navy","Enlisted","EM(SUB)","RATING","Active","Electrician's Mate (Submarine)","Submarine Propulsion Plant Electrical Operators perform operations and basic preventive maintenance of electrical distribution systems, motors and controllers, electrical generators, lighting systems, alarm and indicating systems, machinery vibration analysis equipment, throttle control systems, and other electrical and electronic support equipment. Possesses a thorough understanding of reactor, electrical, and mechanical theory involved in the operation of nuclear reactors, steam plants, and auxiliary equipment. Possesses detailed knowledge of chemistry and radiological controls associated with the nuclear reactor. Supervises operations of the shutdown reactor plant. Submarine Propulsion Plant Electrical Operators perform the critical work functions of move naval tactical forces, and repair/maintain equipment.\
",NULL
"Navy","Enlisted","EM(SURF)","RATING","Active","Electrician's Mate (Surface)","Surface Propulsion Plant Electrical Operators perform operations and basic preventive maintenance of electrical distribution systems, motors and controllers, electrical generators, lighting systems, alarm and indicating systems, machinery vibration analysis equipment, throttle control systems, and other electrical and electronic support equipment. Possesses a thorough understanding of reactor, electrical, and mechanical theory involved in the operation of nuclear reactors, steam plants, and auxiliary equipment. Possesses detailed knowledge of chemistry and radiological controls associated with the nuclear reactor. Supervises operations of the shutdown reactor plant. Surface Propulsion Plant Electrical Operators perform the critical work functions of repair/maintain equipment and move naval tactical forces. ",NULL
"Navy","Enlisted","EN","RATING","Active","Engineman","Operate, maintain, and repair (organizational and intermediate level) internal-combustion engines, main propulsion machinery, refrigeration, air conditioning, gas turbine engines, and assigned auxiliary equipment. Stand watch on auxiliary boilers.",NULL
"Navy","Enlisted","EO","RATING","Active","Equipment Operator","Perform tasks involving deployment and operation of automotive, materials handling, weight lifting and construction equipment; direct and coordinate efforts of individuals and crews in execution of construction, earth?moving, roadbuilding, quarrying, asphalt batching and paving, concrete batch plant operations, concrete paving and transit mixer operation assignments; maintain records and reports on mobile and stationary equipment and organize and supervise automotive and construction equipment pools; maintain individual combat readiness and perform tasks required in combat and disaster preparedness or recovery operations.",NULL
"Navy","Enlisted","EOD","RATING","Active","Explosive Ordnance Disposal","Explosive Ordnance Disposal Technicians (EOD) locate, identify, render safe and explosively dispose of foreign and domestic ordnance including conventional, chemical, biological, nuclear, underwater, and terrorists type devices; provide training and assistance for military, federal, state, and local civilian law enforcement agencies; support and conduct ordnance related intelligence collection and counter-terrorism operations; operate, maintain and repair specialized EOD and combat equipment; maintain required forms, records, correspondence, and files; and perform and supervise open and closed circuit SCUBA diving, explosive demolitions, parachuting, tactical delivery and extraction by unconventional insertion methods and small arms proficiency.",NULL
"Navy","Enlisted","EQ","RATING","Active","Master Chief Equipmentman","This is a 'Capper' rating that exists only at the E9 level and is fed from multiple ratings.",NULL
"Navy","Enlisted","ET","RATING","Active","Electronics Technician","Electronics Technicians (Submarine) (ET) or Electronics Technicians (Surface) (ET) - unique description for each follows: Electronics Technicians (Submarine) (ET) operate and perform maintenance on electronic equipment used for detection, tracking, recognition and identification, aids to navigation, radar, interior communications, alarm, warning, ship's control, entertainment, gyrocompass and plotting, electronic warfare systems, and instrumentation and control; operate and perform maintenance on general purpose test equipment, personal computers, and auxiliary equipment; operate, monitor, and control information systems in support of the world-wide telecommunications network; perform assigned mission organizational level maintenance and repair of Command, Control, Communications, Computer and Intelligence Systems; and stand watch on related equipment. Electronics Technicians (Surface) (ET) operate and perform maintenance on electronic equipment used for communication, detection, tracking, recognition, identification, and aids to navigation, and instrumentation and control; operate and perform maintenance on general purpose test equipment, personal computers, and auxiliary equipment. (Exceptions: airborne equipment, data processing systems, interior communications systems, teletypewriters, sonar, dead reckoning analyzer indicators, weapons control systems, and electronic warfare systems.)",NULL
"Navy","Enlisted","ET(NUC)","RATING","Active","Electronics Technician (Nuclear)","Nuclear-trained ETs perform duties in nuclear propulsion plants operating reactor control, propulsion and power generation systems. The character of NF jobs is mentally stimulating and offers career growth. The NF provides opportunities to work closely with specialists in the nuclear, technology, and engineering fields. ",NULL
"Navy","Enlisted","ET(SUB)","RATING","Active","Electronics Technician (Submarine)","Submarine Reactor Controls Operators perform operations and basic preventive maintenance of electronic equipment used for reactor control, rod control, protection and alarm system, primary plant instrumentation, nuclear instrumentation, primary plant control, steam generator water level control, and other electrical and electronic support equipment. Possesses a thorough understanding of reactor, electrical, and mechanical theory involved in the operation of nuclear reactors, steam plants, and auxiliary equipment. Possesses detailed knowledge of chemistry and radiological controls associated with the nuclear reactor. Supervises operations of the shutdown reactor plant. Submarine Reactor Controls Operators perform the critical work functions of repair/maintain equipment, and move naval tactical forces.",NULL
"Navy","Enlisted","ET(SURF)","RATING","Active","Electronics Technician (Surface)","Surface Reactor Controls Operators perform operations and basic preventive maintenance of electronic equipment used for reactor control, rod control, protection and alarm system, primary plant instrumentation, nuclear instrumentation, primary plant control, steam generator water level control, and other electrical and electronic support equipment. Possesses a thorough understanding of reactor, electrical, and mechanical theory involved in the operation of nuclear reactors, steam plants, and auxiliary equipment. Possesses detailed knowledge of chemistry and radiological controls associated with the nuclear reactor. Supervises operations of the shutdown reactor plant. Surface Reactor Controls Operators perform the critical work functions of repair/maintain equipment, and move naval tactical forces.",NULL
"Navy","Enlisted","FC","RATING","Active","Fire Controlman","Provide system employment recommendations; perform organizational and intermediate maintenance on digital computer equipment, subsystems, and systems; operate and maintain combat and weapons direction systems, surface-to-air and surface-to-surface missile systems, and gun fire control systems at the organizational and intermediate level; inspect, test, align, and repair micro/minicomputers and associated peripheral equipment, data conversion units, data display equipment, data link terminal equipment, print devices, and system related equipment; make analyses for detailed systems, computer programs, electronics, and electronic casualty control; and operate associated built-in and external test equipment; load, initialize, and run preprogrammed diagnostic, performance and testing routines for digital computer equipment, digital subsystems, digital systems, and overall combat systems.",NULL
"Navy","Enlisted","FLT","RATING","Active","Fleet Master Chief Petty Officer","Senior enlisted leaders, who report directly to their respective Commanders/Commanding Officers. They participate in formulating and implementing policies concerning morale, welfare, job satisfaction, discipline, utilization, and training of Navy enlisted personnel. By reporting directly to their Commanders, the FLTMCs, FORMCs, CNOMCs, and CMDMCs/CMCs keep their chain of command aware and informed of sensitive and current issues. Authority and responsibilities of a Fleet, Force, CNO-Directed, or Command Master Chief shall include, but are not limited to the following: a. Maintain and promote effectiveness and efficiency of the chain of command. b. Assist Commander/Commanding Officer in all matters pertaining to welfare, health, job satisfaction, morale, utilization, and training of enlisted personnel in order to promote traditional standards of good order and discipline. c. Advise Commander/Commanding Officer on formulation and implementation of changes in policy pertaining to enlisted personnel. d. Attend meetings as directed by Commander/Commanding Officer to keep apprised of current issues and provide a representative enlisted input. e. Participate in ceremonies honoring command members including all reenlistment and award ceremonies. f. When appropriate, represent or accompany Commander/Commanding Officer to official functions, inspections, and conferences. g. Participate in receptions and hosting of official visitors to the command. h. Upon invitation, and as approved by the Commander/Commanding Officer, represent the command and the Navy at community and civic functions. i. Other duties include chairing, coordinating, monitoring of, and participating in the following: (1) Command orientation/indoctrination division. (2) Command sponsor program. (3) CPO/PO indoctrination courses. (4) Enlisted warfare qualifications program. (5) Professional development board. (6) Command retention team. (7) Awards board (considering enlisted personnel). (8) CPO",NULL
"Navy","Enlisted","FN","RATING","Active","Fireman","Stand engineering watches; clean engineering spaces and equipment; make minor repairs to engineering equipment; record readings of gages; participate in general drills; and perform general detail duties.",NULL
"Navy","Enlisted","FOR","RATING","Active","Force Master Chief Petty Officer","Senior enlisted leaders, who report directly to their respective Commanders/Commanding Officers. They participate in formulating and implementing policies concerning morale, welfare, job satisfaction, discipline, utilization, and training of Navy enlisted personnel. By reporting directly to their Commanders, the FLTMCs, FORMCs, CNOMCs, and CMDMCs/CMCs keep their chain of command aware and informed of sensitive and current issues. Authority and responsibilities of a Fleet, Force, CNO-Directed, or Command Master Chief shall include, but are not limited to the following: a. Maintain and promote effectiveness and efficiency of the chain of command. b. Assist Commander/Commanding Officer in all matters pertaining to welfare, health, job satisfaction, morale, utilization, and training of enlisted personnel in order to promote traditional standards of good order and discipline. c. Advise Commander/Commanding Officer on formulation and implementation of changes in policy pertaining to enlisted personnel. d. Attend meetings as directed by Commander/Commanding Officer to keep apprised of current issues and provide a representative enlisted input. e. Participate in ceremonies honoring command members including all reenlistment and award ceremonies. f. When appropriate, represent or accompany Commander/Commanding Officer to official functions, inspections, and conferences. g. Participate in receptions and hosting of official visitors to the command. h. Upon invitation, and as approved by the Commander/Commanding Officer, represent the command and the Navy at community and civic functions. i. Other duties include chairing, coordinating, monitoring of, and participating in the following: (1) Command orientation/indoctrination division. (2) Command sponsor program. (3) CPO/PO indoctrination courses. (4) Enlisted warfare qualifications program. (5) Professional development board. (6) Command retention team. (7) Awards board (considering enlisted personnel). (8) CPO",NULL
"Navy","Enlisted","FT","RATING","Active","Fire Control Technician","Perform organizational and intermediate level maintenance on submarine combat control systems, equipment, and associated combat control systems test equipment; operate submarine combat control systems; test submarine combat control systems; operate and maintain combat control systems associated systems; and participate in weapons handling functions and operate and maintain non-tactical computer systems and peripherals.",NULL
"Navy","Enlisted","GM","RATING","Active","Gunner's Mate","Operate, perform, and coordinate organizational and intermediate maintenance on guided missile launching systems, missile launching groups, guns, gun mounts, small arms and associated handling equipment; make detailed electrical, electronic, hydraulic, and mechanical casualty analyses; inspect, test, analyze, and direct repair of electric, electronic, hydraulic, mechanical, and servo systems; test and inspect ammunition, missiles, and their components; prepare missiles and launching equipment for checkout and firing; test, inspect, and repair magazine sprinkler systems, supervise personnel in handling and stowing of ammunition, missiles, and their components; supervise personnel in small arms qualifications; inspect and direct repair of magazines and ammunition stowage spaces; supervise crews assigned to ordnance equipment.",NULL
"Navy","Enlisted","GS","RATING","Active","Gas Turbine System Technician","Operate, repair, and perform organizational and intermediate maintenance on gas turbine engines, main propulsion machinery (including gears, shafting, and controllable pitch propellers), assigned auxiliary equipment, propulsion control systems, assigned electrical and electronic circuitry up to the printed circuit and alarm warning circuitry.",NULL
"Navy","Enlisted","GSE","RATING","Active","Gas Turbine System Technician (Electrical)","Operate, repair, and perform organizational and intermediate maintenance on electrical components of gas turbine engines, main propulsion machinery, auxiliary equipment, propulsion control systems, assigned electrical and electronic circuitry up to the printed circuit and alarm and warning circuitry.",NULL
"Navy","Enlisted","GSM","RATING","Active","Gas Turbine System Technician (Mechanical)","Operate, repair, and perform organizational and intermediate maintenance on mechanical components of gas turbine engines, main propulsion machinery (including gears, shafts, and controllable pitch propellers), assigned auxiliary equipment and propulsion control systems.",NULL
"Navy","Enlisted","HM","RATING","Active","Hospital Corpsman","Perform duties as assistants in the prevention and treatment of disease and injury; including first aid and preventive medicine procedures; assist with physical examinations; provide patient care and the administration of medicinals and parenteral solutions; perform general laboratory, pharmacy and other patient support services; assist in the administrative supply and accounting procedures within medical departments ashore, afloat and with the Marine Corps; instruct medical and non-medical personnel in first aid, self aid, personal hygiene and medical records maintenance and assist in the transportation of the sick and injured; assist in the maintenance of environmental health standards; be prepared to assist in the prevention and treatment of chemical, biological and radiological (CBR) casualties and other contingencies; senior hospital corpsmen perform supervisory, technical, planning and management functions in support of medical readiness and quality health care delivery; In addition to their general assignments, hospital corpsmen trained as technicians perform specialized functions within the operational forces, clinical specialities, administrative departments and may be assigned independent of a medical officer.",NULL
"Navy","Enlisted","HT","RATING","Active","Hull Maintenance Technician","Plan, supervise, and perform tasks necessary for fabrication, installation and repair of all types of shipboard structures, plumbing, and piping systems; organize, supervise, and train personnel in maintenance and hull repair; supervise and perform tasks in procurement and issuance of supplies and repair parts; instruct personnel and enforce safety and security precautions; prepare records and reports.",NULL
"Navy","Enlisted","IC","RATING","Active","Interior Communications Electrician","Operate and perform organizational and intermediate maintenance on alarm, warning, and indicator systems; interior communications; and ship's control, entertainment, and navigation systems.",NULL
"Navy","Enlisted","IS","RATING","Active","Intelligence Specialist","Assist in every phase of the collection, processing, and dissemination of intelligence information; assemble and analyze multi-source operational intelligence of surface, sub-surface, and air weapons in support of intelligence briefings, reporting, and analytical programs; prepare and present intelligence briefings; prepare material for use in planning attack and photographic reconnaissance missions; prepare graphics (annotated photographs, plot sheets, mosaics, overlays, etc.); plot and prepare multi-sensor imagery; draft intelligence reports; provide input to and receive data from computerized intelligence systems, ashore and afloat; maintain intelligence files (photographs, maps, charts, photographic interpretation keys, etc.); and maintain and update intelligence libraries.",NULL
"Navy","Enlisted","IT","RATING","Active","Information Systems Technician","Execute information transfer with state-of-the-art multi-media technology such as fiber optics, digital microwave, and tactical and commercial satellites on a global basis; operate, manage and provide hardware and software support to multi-media Automated Information Systems (AIS) to include: mainframes, mini, and microcomputers, Local Area Networks (LAN's), Wide Area Networks (WAN's), and telecommunications; apply diagnostic and restoral techniques utilizing knowledge of electronic and operational system theory; advise on capabilities, limitations, and condition of equipment; implement production control procedures including input/output quality control support; implement and monitor security procedures; perform assigned mission organizational level maintenance and repair of Command, Control, Communications, Computer, and Intelligence Systems.",NULL
"Navy","Enlisted","LN","RATING","Active","Legalman","Perform paralegal duties under the direction and supervision of Judge Advocates in providing and administering legal services, including matters concerned with military justice, administrative discharges, claims, admiralty law and legal assistance; record and transcribe proceedings of courts martial, courts of inquiry, investigations and military commissions and prepare and submit necessary records and reports; prepare correspondence; conduct interviews; perform legal research of pertinent material for evaluation; and provide advice and assistance to personnel and command on matters of legal administration.",NULL
"Navy","Enlisted","LS","RATING","Active","Logistics Specialist","Logistics Specialists will order, receive, inspect, stow, preserve, package, ship, and issue materials and cargo. Supervise, organize, and establish or disestablish Navy post offices and perform postal counterwork, including sale of stamps and money orders. Process incoming and outgoing mail; route mail, maintain a mail directory, process official mail, maintain security of postal effects and mail matter, process claims and inquiries, and prepare and file postal correspondence, records and reports. Account for government materials, prepare and maintain required forms, records, correspondence, reports, and files.",NULL
"Navy","Enlisted","MA","RATING","Active","Master-At-Arms","Master-At-Arms (MA) provide waterborne and land security, aircraft and flight line security, strategic weapons and cargo security, maritime security and platform protection; conduct customs operations, corrections operations, detainee operations, and protective service operations; perform force protection, physical security and law enforcement; organize and train personnel in force protection, physical security, law enforcement, and weapons proficiency; develop plans for physical security and force protection enhancement of Navy bases, installations, property, and personnel; and assist commands in conducting terrorist threat analysis and implementing defensive measures.",NULL
